codigos_folleto,descripcion_producto,categoria,marca,gramaje,unidad_medida,promocion,vigencia,precio_regular,precio_oferta,revision,observaciones,Pagina,upc_catalogo,date,canal,item,url_sku
9702.0,Varias presentaciones,Medicamentos,Tabcin,,,2 x $125,,,,,*EN EL MISMO TICKET. *APLICA SOLO EN SUCURSAL.,./competitors/Ahorro/folletos\farmacias-del-ahorro-folleto-nacional-diciembre-2025_1.jpg,7501008499702.0,2025-12-15,Farmacias del Ahorro,Tabcin Noche Rápido Alivio de la Gripe y Tos Permitiéndote Descansar Caja con 12 Caps,https://www.fahorro.com/tabcin-noche-12-caps-para-los-mas-molestos-sintomas-de-la-gripe.html
3040.0,5 ampolletas de 3 ml c/u,Vitaminas y Suplementos,Aderogyl,5.0,ampolletas,AHORRA 40% EN LA SEGUNDA PIEZA,1 al 31 de Diciembre de 2025,,,,EN EL MISMO TICKET. DESCUENTO SOBRE PRECIO AHORRO.,./competitors/Ahorro/folletos\farmacias-del-ahorro-folleto-nacional-diciembre-2025_10.jpg,7501165003040.0,2025-12-15,Farmacias del Ahorro,"ADerogyl Multivitamínico 5 Ampolletas de 3 ml. Con Vitaminas A, C y D, Fortalece el Sistema Inmune y Refuerza tus Defensas",https://www.fahorro.com/aderogyl-vitaminas-a-c-y-d-5-ampolletas-3-ml.html
139.0,Varias presentaciones,Vitaminas y Suplementos,"Regenesis Max, Inofolic HP",,,Acumula 4 y llévate 1 GRATIS,1 al 31 de Diciembre de 2025,,,,con tu Monedero del Ahorro,./competitors/Ahorro/folletos\farmacias-del-ahorro-folleto-nacional-diciembre-2025_10.jpg,7502235760139.0,2025-12-15,Farmacias del Ahorro,Regenesis Max Suplemento Alimenticio 30 cápsulas,https://www.fahorro.com/regenesis-max-suplemento-alimenticio-30-capsulas.html
337.0,Varias presentaciones,Vitaminas y Suplementos,"Regenesis Max, Inofolic HP",,,Acumula 4 y llévate 1 GRATIS,1 al 31 de Diciembre de 2025,,,,con tu Monedero del Ahorro,./competitors/Ahorro/folletos\farmacias-del-ahorro-folleto-nacional-diciembre-2025_10.jpg,7502235760337.0,2025-12-15,Farmacias del Ahorro,Inofolic Hp Suplemento Alimenticio 60 cápsulas,https://www.fahorro.com/inofolic-hp-suplemento-alimenticio-60-capsulas.html
1397.0,30 tabletas,Vitaminas y Suplementos,Neurobión,30.0,tabletas,AHORRA 50% EN LA SEGUNDA PIEZA,1 al 31 de Diciembre de 2025,,,,EN EL MISMO TICKET. DESCUENTO SOBRE PRECIO AHORRO.,./competitors/Ahorro/folletos\farmacias-del-ahorro-folleto-nacional-diciembre-2025_10.jpg,7501298221397.0,2025-12-15,Farmacias del Ahorro,Neurobion Vitaminas del Complejo B 30 Tabletas,https://www.fahorro.com/neurobion-oral-30-tabletas-vitaminas-del-complejo-b.html
1634.0,Varias presentaciones,Vitaminas y Suplementos,"Caltrate, Emergen-C, Scott, Stresstabs",,,AHORRA 50% EN LA SEGUNDA PIEZA,1 al 31 de Diciembre de 2025,,,,EN EL MISMO TICKET. DESCUENTO SOBRE PRECIO AHORRO.,./competitors/Ahorro/folletos\farmacias-del-ahorro-folleto-nacional-diciembre-2025_10.jpg,7501065001634.0,2025-12-15,Farmacias del Ahorro,Caltrate Suplemento de Calcio 600 +D 600 mg/400 UI 60 tabletas,https://www.fahorro.com/caltrate-suplemento-de-calcio-600-d-600-mg-400-ui-60-tabletas.html
3668.0,Varias presentaciones,Vitaminas y Suplementos,"Caltrate, Emergen-C, Scott, Stresstabs",,,AHORRA 50% EN LA SEGUNDA PIEZA,1 al 31 de Diciembre de 2025,,,,EN EL MISMO TICKET. DESCUENTO SOBRE PRECIO AHORRO.,./competitors/Ahorro/folletos\farmacias-del-ahorro-folleto-nacional-diciembre-2025_10.jpg,7501065013668.0,2025-12-15,Farmacias del Ahorro,Emergen-C Suplemento Alimenticio Polvo Efervescente Sabor Naranja 10 sobres,https://www.fahorro.com/emergen-c-suplemento-alimenticio-polvo-efervescente-sabor-naranja-10-sobres.html
4678.0,Varias presentaciones,Vitaminas y Suplementos,"Caltrate, Emergen-C, Scott, Stresstabs",,,AHORRA 50% EN LA SEGUNDA PIEZA,1 al 31 de Diciembre de 2025,,,,EN EL MISMO TICKET. DESCUENTO SOBRE PRECIO AHORRO.,./competitors/Ahorro/folletos\farmacias-del-ahorro-folleto-nacional-diciembre-2025_10.jpg,7501065054678.0,2025-12-15,Farmacias del Ahorro,Emulsión de Scott Multivitamínico Cereza 400 ml,https://www.fahorro.com/emulsion-de-scott-multivitaminico-cereza-400-ml.html
4661.0,Varias presentaciones,Vitaminas y Suplementos,"Caltrate, Emergen-C, Scott, Stresstabs",,,AHORRA 50% EN LA SEGUNDA PIEZA,1 al 31 de Diciembre de 2025,,,,EN EL MISMO TICKET. DESCUENTO SOBRE PRECIO AHORRO.,./competitors/Ahorro/folletos\farmacias-del-ahorro-folleto-nacional-diciembre-2025_10.jpg,7501065054661.0,2025-12-15,Farmacias del Ahorro,Emulsión de Scott Multivitamínico Naranja 400 ml,https://www.fahorro.com/emulsion-de-scott-multivitaminico-naranja-400-ml.html
2631.0,Varias presentaciones,Vitaminas y Suplementos,"Caltrate, Emergen-C, Scott, Stresstabs",,,AHORRA 50% EN LA SEGUNDA PIEZA,1 al 31 de Diciembre de 2025,,,,EN EL MISMO TICKET. DESCUENTO SOBRE PRECIO AHORRO.,./competitors/Ahorro/folletos\farmacias-del-ahorro-folleto-nacional-diciembre-2025_10.jpg,7501065002631.0,2025-12-15,Farmacias del Ahorro,Caltrate Suplemento de Calcio 600 +M 600 mg/400 UI 60 tabletas,https://www.fahorro.com/caltrate-suplemento-de-calcio-600-m-600-mg-400-ui-60-tabletas.html
5992.0,Varias presentaciones,Vitaminas y Suplementos,"Caltrate, Emergen-C, Scott, Stresstabs",,,AHORRA 50% EN LA SEGUNDA PIEZA,1 al 31 de Diciembre de 2025,,,,EN EL MISMO TICKET. DESCUENTO SOBRE PRECIO AHORRO.,./competitors/Ahorro/folletos\farmacias-del-ahorro-folleto-nacional-diciembre-2025_10.jpg,7501065095992.0,2025-12-15,Farmacias del Ahorro,Stresstabs Multivitamínico con Zinc 30 Tabs,https://www.fahorro.com/stresstabs-multivitaminico-con-zinc-30-tabs.html
6222.0,Varias presentaciones,Vitaminas y Suplementos,"Caltrate, Emergen-C, Scott, Stresstabs",,,AHORRA 50% EN LA SEGUNDA PIEZA,1 al 31 de Diciembre de 2025,,,,EN EL MISMO TICKET. DESCUENTO SOBRE PRECIO AHORRO.,./competitors/Ahorro/folletos\farmacias-del-ahorro-folleto-nacional-diciembre-2025_10.jpg,7501065046222.0,2025-12-15,Farmacias del Ahorro,Stresstabs Multivitamínico con Hierro 30 Tabs,https://www.fahorro.com/stresstabs-multivitaminico-con-hierro-30-tabs.html
789.0,Solución 30 ml,Vitaminas y Suplementos,Aderogyl C Infantil,30.0,ml,15% DE DESCUENTO,1 al 31 de Diciembre de 2025,,,,SOBRE PRECIO AHORRO.,./competitors/Ahorro/folletos\farmacias-del-ahorro-folleto-nacional-diciembre-2025_10.jpg,,2025-12-15,Farmacias del Ahorro,,
5985.0,Varias presentaciones,Vitaminas y Suplementos,Centrum,,,15% DE DESCUENTO,1 al 31 de Diciembre de 2025,,,,SOBRE PRECIO AHORRO.,./competitors/Ahorro/folletos\farmacias-del-ahorro-folleto-nacional-diciembre-2025_10.jpg,7501065095985.0,2025-12-15,Farmacias del Ahorro,Centrum Multivitamínico Performance Frasco con 100 Tabs,https://www.fahorro.com/centrum-multivitaminico-performance-frasco-con-100-tabs.html
5961.0,Varias presentaciones,Vitaminas y Suplementos,Centrum,,,15% DE DESCUENTO,1 al 31 de Diciembre de 2025,,,,SOBRE PRECIO AHORRO.,./competitors/Ahorro/folletos\farmacias-del-ahorro-folleto-nacional-diciembre-2025_10.jpg,7501065095961.0,2025-12-15,Farmacias del Ahorro,Centrum Multivitamínico Silver +50 Frasco con 100 Tabs,https://www.fahorro.com/centrum-multivitaminico-silver-50-frasco-con-100-tabs.html
5930.0,Varias presentaciones,Vitaminas y Suplementos,Centrum,,,15% DE DESCUENTO,1 al 31 de Diciembre de 2025,,,,SOBRE PRECIO AHORRO.,./competitors/Ahorro/folletos\farmacias-del-ahorro-folleto-nacional-diciembre-2025_10.jpg,7501065095930.0,2025-12-15,Farmacias del Ahorro,Centrum Balance 100 Tabs,https://www.fahorro.com/centrum-balance-100-tabs.html
764.0,Varias presentaciones,Suplemento alimenticio,Microbiot Fit,,,A SÓLO $859 c/u,1 al 31 de Diciembre de 2025,,859.0,,,./competitors/Ahorro/folletos\farmacias-del-ahorro-folleto-nacional-diciembre-2025_10.jpg,7506400900764.0,2025-12-15,Farmacias del Ahorro,Microbiot Fit 180mg Oral 30 Cápsulas,https://www.fahorro.com/microbiot-fit-50-mg-oral-30-capsulas.html
856.0,Varias presentaciones,Suplemento alimenticio,Microbiot Fit,,,A SÓLO $859 c/u,1 al 31 de Diciembre de 2025,,859.0,,,./competitors/Ahorro/folletos\farmacias-del-ahorro-folleto-nacional-diciembre-2025_10.jpg,7506400900856.0,2025-12-15,Farmacias del Ahorro,Microbiot Fit Tabletas Masticables 30 tabs,https://www.fahorro.com/microbiot-fit-tabletas-masticables-30-tabs.html
9981.0,Varias presentaciones,Medicamentos,Floratil,,,60% EN LA SEGUNDA PIEZA,,,,,*EN EL MISMO TICKET. DESCUENTO SOBRE PRECIO AHORRO. *APLICA PARA MISMOS CÓDIGOS.,./competitors/Ahorro/folletos\farmacias-del-ahorro-folleto-nacional-diciembre-2025_11.jpg,7501298219981.0,2025-12-15,Farmacias del Ahorro,Floratil Probióticos 250 mg Oral 12 Caps,https://www.fahorro.com/floratil-probioticos-250-mg-oral-12-capsulas.html
243.0,Varias presentaciones,Medicamentos,Floratil,,,60% EN LA SEGUNDA PIEZA,,,,,*EN EL MISMO TICKET. DESCUENTO SOBRE PRECIO AHORRO. *APLICA PARA MISMOS CÓDIGOS.,./competitors/Ahorro/folletos\farmacias-del-ahorro-folleto-nacional-diciembre-2025_11.jpg,7500327050243.0,2025-12-15,Farmacias del Ahorro,Floratil 250 mg Oral 12 Sobres,https://www.fahorro.com/floratil-250-mg-oral-12-sobres.html
250.0,Varias presentaciones,Medicamentos,Floratil,,,60% EN LA SEGUNDA PIEZA,,,,,*EN EL MISMO TICKET. DESCUENTO SOBRE PRECIO AHORRO. *APLICA PARA MISMOS CÓDIGOS.,./competitors/Ahorro/folletos\farmacias-del-ahorro-folleto-nacional-diciembre-2025_11.jpg,7500327050250.0,2025-12-15,Farmacias del Ahorro,Floratil 250 mg Oral 6 Caps,https://www.fahorro.com/floratil-250-mg-oral-6-caps.html
236.0,Varias presentaciones,Medicamentos,Floratil,,,60% EN LA SEGUNDA PIEZA,,,,,*EN EL MISMO TICKET. DESCUENTO SOBRE PRECIO AHORRO. *APLICA PARA MISMOS CÓDIGOS.,./competitors/Ahorro/folletos\farmacias-del-ahorro-folleto-nacional-diciembre-2025_11.jpg,7500327050236.0,2025-12-15,Farmacias del Ahorro,Floratil 250 mg Oral 6 Sobres,https://www.fahorro.com/floratil-250-mg-oral-6-sobres.html
8409.0,Prebióticos Prebian,Suplementos,Prebian,450.0,g,,,,,,"En la compra de este producto, llévate Prebióticos Prebian 150 g (8416) al 50% de descuento.",./competitors/Ahorro/folletos\farmacias-del-ahorro-folleto-nacional-diciembre-2025_11.jpg,7500464128409.0,2025-12-15,Farmacias del Ahorro,Prebian Probióticos 450 gr,https://www.fahorro.com/prebian-probioticos-450-gr.html
8416.0,Prebióticos Prebian,Suplementos,Prebian,150.0,g,50% DE DESCUENTO,,,,,Promoción válida en la compra de Prebióticos Prebian 450 g (8409). *SOBRE PRECIO AHORRO.,./competitors/Ahorro/folletos\farmacias-del-ahorro-folleto-nacional-diciembre-2025_11.jpg,7500464128416.0,2025-12-15,Farmacias del Ahorro,Prebian Probióticos 150 gr,https://www.fahorro.com/prebian-probioticos-150-gr.html
7505.0,Probiotix 50 billones,Suplementos,Probiotix,30.0,cápsulas,20% DE DESCUENTO,,,,,*SOBRE PRECIO AHORRO.,./competitors/Ahorro/folletos\farmacias-del-ahorro-folleto-nacional-diciembre-2025_11.jpg,7503020717505.0,2025-12-15,Farmacias del Ahorro,Probiotix 50 Billones/2 Cepas 30 Cápsulas,https://www.fahorro.com/probiotix-50-billones-2-cepas-30-capsulas.html
5497.0,NiQuilZ,Medicamentos,NiQuil,30.0,cápsulas,50% EN LA SEGUNDA PIEZA,,,,,*EN EL MISMO TICKET. DESCUENTO SOBRE PRECIO AHORRO.,./competitors/Ahorro/folletos\farmacias-del-ahorro-folleto-nacional-diciembre-2025_11.jpg,,2025-12-15,Farmacias del Ahorro,,
2193.0,Sub-Z,Suplementos,Sub-Z,30.0,tabletas,Acumula 4 y llévate 1 GRATIS,,,,,Con tu Monedero del Ahorro,./competitors/Ahorro/folletos\farmacias-del-ahorro-folleto-nacional-diciembre-2025_11.jpg,,2025-12-15,Farmacias del Ahorro,,
483.0,Nuleaf,Cuidado Personal,Nuleaf NATURALS,14.2,g,40% DE DESCUENTO,,,,,*SOBRE PRECIO AHORRO.,./competitors/Ahorro/folletos\farmacias-del-ahorro-folleto-nacional-diciembre-2025_11.jpg,,2025-12-15,Farmacias del Ahorro,,
439.0,Multiblue Magnesio,Suplementos,Multiblue,30.0,cápsulas,20% DE DESCUENTO,,,,,*SOBRE PRECIO AHORRO.,./competitors/Ahorro/folletos\farmacias-del-ahorro-folleto-nacional-diciembre-2025_11.jpg,7502293530439.0,2025-12-15,Farmacias del Ahorro,MultiBlue Magnesio 30 cápsulas,https://www.fahorro.com/multiblue-magnesio-30-capsulas.html
8167.0,Amantadina / Clorfenamina / Paracetamol,Medicamentos,Farmacias del Ahorro,24.0,cápsulas,2 x $85,,,,,*EN EL MISMO TICKET,./competitors/Ahorro/folletos\farmacias-del-ahorro-folleto-nacional-diciembre-2025_12.jpg,,2025-12-15,Farmacias del Ahorro,,
776.0,Spray Agua de Mar,Medicamentos,Farmacias del Ahorro,,Varias presentaciones,2 x $205,,,,,*EN EL MISMO TICKET,./competitors/Ahorro/folletos\farmacias-del-ahorro-folleto-nacional-diciembre-2025_12.jpg,,2025-12-15,Farmacias del Ahorro,,
790.0,Spray Agua de Mar,Medicamentos,Farmacias del Ahorro,,Varias presentaciones,2 x $205,,,,,*EN EL MISMO TICKET,./competitors/Ahorro/folletos\farmacias-del-ahorro-folleto-nacional-diciembre-2025_12.jpg,,2025-12-15,Farmacias del Ahorro,,
9775.0,Benzonatato,Medicamentos,Farmacias del Ahorro,20.0,cápsulas,2 x $85,,,,,*EN EL MISMO TICKET,./competitors/Ahorro/folletos\farmacias-del-ahorro-folleto-nacional-diciembre-2025_12.jpg,7502223709775.0,2025-12-15,Farmacias del Ahorro,Benzonatato 100 mg Oral 20 cápsulas Marca del Ahorro,https://www.fahorro.com/benzonatato-100-mg-oral-20-capsulas-marca-del-ahorro.html
8174.0,Amantadina / Clorfenamina / Paracetamol,Medicamentos,Farmacias del Ahorro,60.0,ml,2 x $99,,,,,*EN EL MISMO TICKET,./competitors/Ahorro/folletos\farmacias-del-ahorro-folleto-nacional-diciembre-2025_12.jpg,,2025-12-15,Farmacias del Ahorro,,
455.0,VARIAS_PRESENTACIONES,Medicamentos,"Farmacias del Ahorro, Ambroxol, Bencidamina, Dextrometorfano, Guaifenesina",,Varias presentaciones,30% EN LA SEGUNDA PIEZA,,,,,*EN EL MISMO TICKET. DESCUENTO SOBRE PRECIO AHORRO. APLICA PARA MISMOS CÓDIGOS.,./competitors/Ahorro/folletos\farmacias-del-ahorro-folleto-nacional-diciembre-2025_12.jpg,7502276850455.0,2025-12-15,Farmacias del Ahorro,Ambroxol 300 mg Solución 120 ml Marca del Ahorro,https://www.fahorro.com/ambroxol-300-mg-120-ml-marca-del-ahorro.html
3056.0,VARIAS_PRESENTACIONES,Medicamentos,"Farmacias del Ahorro, Ambroxol, Bencidamina, Dextrometorfano, Guaifenesina",,Varias presentaciones,30% EN LA SEGUNDA PIEZA,,,,,*EN EL MISMO TICKET. DESCUENTO SOBRE PRECIO AHORRO. APLICA PARA MISMOS CÓDIGOS.,./competitors/Ahorro/folletos\farmacias-del-ahorro-folleto-nacional-diciembre-2025_12.jpg,7502223703056.0,2025-12-15,Farmacias del Ahorro,Bencidamina Solución 360 ml Marca del Ahorro,https://www.fahorro.com/bencidamina-solucion-360-ml-marca-del-ahorro.html
9805.0,VARIAS_PRESENTACIONES,Medicamentos,"Farmacias del Ahorro, Ambroxol, Bencidamina, Dextrometorfano, Guaifenesina",,Varias presentaciones,30% EN LA SEGUNDA PIEZA,,,,,*EN EL MISMO TICKET. DESCUENTO SOBRE PRECIO AHORRO. APLICA PARA MISMOS CÓDIGOS.,./competitors/Ahorro/folletos\farmacias-del-ahorro-folleto-nacional-diciembre-2025_12.jpg,7502223709805.0,2025-12-15,Farmacias del Ahorro,Dextrometorfano/Guaifenesina Jarabe 120 ml Marca del Ahorro,https://www.fahorro.com/dextrometorfano-guaifenesina-jarabe-120-ml-marca-del-ahorro.html
2015.0,Paracetamol/Cafeína/Fenilefrina/Clorfenamina,Medicamentos,Farmacias del Ahorro,10.0,tabletas,30% EN LA SEGUNDA PIEZA,,,,,*EN EL MISMO TICKET. DESCUENTO SOBRE PRECIO AHORRO.,./competitors/Ahorro/folletos\farmacias-del-ahorro-folleto-nacional-diciembre-2025_12.jpg,7502276852015.0,2025-12-15,Farmacias del Ahorro,Paracetamol/Cafeína/Fenilefrina/Clorfenamina 10 Tabs Marca del Ahorro,https://www.fahorro.com/paracetamol-cafeina-fenilefrina-clorfenamina-10-tabletas-marca-del-ahorro.html
9265.0,Oximetazolina,Medicamentos,Farmacias del Ahorro,30.0,ml,20% EN LA SEGUNDA PIEZA,,,,,*EN EL MISMO TICKET. DESCUENTO SOBRE PRECIO AHORRO.,./competitors/Ahorro/folletos\farmacias-del-ahorro-folleto-nacional-diciembre-2025_12.jpg,7503006569265.0,2025-12-15,Farmacias del Ahorro,Oximetazolina Solución Nasal 30 ml Marca del Ahorro,https://www.fahorro.com/oximetazolina-solucion-nasal-30-ml-marca-del-ahorro.html
6538.0,VARIAS_PRESENTACIONES,Medicamentos,"Farmacias del Ahorro, Guaifenesina, Fenilefrina, Dextrometorfano, Oxolamina",,Varias presentaciones,20% EN LA SEGUNDA PIEZA,,,,,*EN EL MISMO TICKET. DESCUENTO SOBRE PRECIO AHORRO. APLICA PARA MISMOS CÓDIGOS.,./competitors/Ahorro/folletos\farmacias-del-ahorro-folleto-nacional-diciembre-2025_12.jpg,7502223706538.0,2025-12-15,Farmacias del Ahorro,Guaifenesina/Fenilefrina/Dextrometorfano Infantil 120 ml Marca del Ahorro,https://www.fahorro.com/guaifenesina-fenilefrina-dextrometorfano-infantil-120-ml-marca-del-ahorro.html
6521.0,VARIAS_PRESENTACIONES,Medicamentos,"Farmacias del Ahorro, Guaifenesina, Fenilefrina, Dextrometorfano, Oxolamina",,Varias presentaciones,20% EN LA SEGUNDA PIEZA,,,,,*EN EL MISMO TICKET. DESCUENTO SOBRE PRECIO AHORRO. APLICA PARA MISMOS CÓDIGOS.,./competitors/Ahorro/folletos\farmacias-del-ahorro-folleto-nacional-diciembre-2025_12.jpg,7502223706521.0,2025-12-15,Farmacias del Ahorro,Guaifenesina/Fenilefrina/Dextrometorfano Pediátrico Gotas 30 ml Marca del Ahorro,https://www.fahorro.com/guaifenesina-fenilefrina-dextrometorfano-pediatrico-gotas-30-ml-marca-del-ahorro.html
9225.0,Paracetamol,Medicamentos,Farmacias del Ahorro,10.0,tabletas,2 x $45,,,,,*EN EL MISMO TICKET,./competitors/Ahorro/folletos\farmacias-del-ahorro-folleto-nacional-diciembre-2025_12.jpg,7502223709225.0,2025-12-15,Farmacias del Ahorro,Paracetamol 500 mg Oral 20 tabletas Marca del Ahorro,https://www.fahorro.com/paracetamol-500-mg-oral-20-tabletas-marca-del-ahorro.html
8997.0,Ibuprofeno,Medicamentos,Farmacias del Ahorro,20.0,cápsulas,2 x $95,,,,,*EN EL MISMO TICKET,./competitors/Ahorro/folletos\farmacias-del-ahorro-folleto-nacional-diciembre-2025_12.jpg,7506472828997.0,2025-12-15,Farmacias del Ahorro,Ibuprofeno 400 mg 20 Caps Marca del Ahorro,https://www.fahorro.com/ibuprofeno-400-mg-20-caps-marca-del-ahorro.html
3548.0,Ibuprofeno,Medicamentos,Farmacias del Ahorro,10.0,cápsulas,2 x $65,,,,,*EN EL MISMO TICKET,./competitors/Ahorro/folletos\farmacias-del-ahorro-folleto-nacional-diciembre-2025_12.jpg,7502276853548.0,2025-12-15,Farmacias del Ahorro,Ibuprofeno 400 mg 10 cápsulas Marca del Ahorro,https://www.fahorro.com/ibuprofeno-400-mg-10-capsulas-marca-del-ahorro-1.html
3247.0,VARIAS_PRESENTACIONES,Medicamentos,"Farmacias del Ahorro, Ibuprofeno, Paracetamol",,Varias presentaciones,25% EN LA SEGUNDA PIEZA,,,,,*EN EL MISMO TICKET. DESCUENTO SOBRE PRECIO AHORRO. APLICA PARA MISMOS CÓDIGOS.,./competitors/Ahorro/folletos\farmacias-del-ahorro-folleto-nacional-diciembre-2025_12.jpg,7502223703247.0,2025-12-15,Farmacias del Ahorro,Ibuprofeno Oral Infantil 120 ml Suspensión Marca del Ahorro,https://www.fahorro.com/ibuprofeno-oral-120-ml-suspension-marca-del-ahorro.html
1403.0,VARIAS_PRESENTACIONES,Medicamentos,"Farmacias del Ahorro, Ibuprofeno, Paracetamol",,Varias presentaciones,25% EN LA SEGUNDA PIEZA,,,,,*EN EL MISMO TICKET. DESCUENTO SOBRE PRECIO AHORRO. APLICA PARA MISMOS CÓDIGOS.,./competitors/Ahorro/folletos\farmacias-del-ahorro-folleto-nacional-diciembre-2025_12.jpg,7502223701403.0,2025-12-15,Farmacias del Ahorro,Paracetamol 3.2 g/100 ml Jarabe Infantil 120 ml Marca del Ahorro,https://www.fahorro.com/paracetamol-3-2-gr-100-ml-solucion-infantil-120-ml-marca-del-ahorro.html
8341.0,Paracetamol / Ibuprofeno,Medicamentos,Farmacias del Ahorro,20.0,tabletas,2 x $99,,,,,*EN EL MISMO TICKET.,./competitors/Ahorro/folletos\farmacias-del-ahorro-folleto-nacional-diciembre-2025_13.jpg,,2025-12-15,Farmacias del Ahorro,,
